"order_id","payment_sequential","payment_type","payment_installments","payment_value"
"4c217e3cc24f803307dea7d619377def",1.0,"boleto",1.0,86.37
"36963a629da6c57d926df8f37a9e63a9",1.0,"boleto",1.0,33.0
"37193e64eb9a46b7f3197762f242b20a",1.0,"credit_card",1.0,10.89
"ecdaf77dd1a8f3bbb92d88b14869b2f9",1.0,"credit_card",4.0,84.14
"4c17c523dc7daa9cfdfb327f119179a4",1.0,"boleto",1.0,43.28
"4197f94f8bddd171804b1360fa78d368",1.0,"credit_card",1.0,47.95
"15d2ed1b88ca436faafb7d7236dea795",1.0,"boleto",1.0,76.08
"a8ff452116db2ff4a2963f490afe5471",1.0,"boleto",1.0,104.37
"4495f1b55b727a6ca639505afc688e17",1.0,"credit_card",1.0,69.61
"2f9892eb8df4a437d90cc5b1486f3b02",1.0,"credit_card",3.0,121.09
"f6cc5ac0be9196f2fb3db04bace5cd8b",1.0,"credit_card",7.0,238.65
"e1edd95bfd88243a6d6b774d8aefe535",1.0,"credit_card",4.0,181.59
"a1431d521cd6c63636bd85cdad970498",1.0,"credit_card",2.0,135.26
"972c2e78e9af23a750a48184aadfca4d",1.0,"credit_card",3.0,51.09
"360787554f41824600bdcba9687cd4f0",1.0,"credit_card",3.0,1783.44
"b0cc2434ee3727e682222a0f745a5948",1.0,"credit_card",3.0,145.01
"f75517cfb973c21eab8559a870263794",1.0,"credit_card",10.0,231.27
"d022bdad33a575ca5edb8c4d51e44310",1.0,"boleto",1.0,70.03
"d1ea13fc1406243e6f6134582bf1bbc5",1.0,"credit_card",10.0,1432.92
"43b2b04bc7aba79e72acb260d116466b",1.0,"voucher",1.0,45.24
"3bfd863aeb764ee13e7a3909ca8be2a5",2.0,"voucher",1.0,50.0
"4f54cd2c8e8986790a962e3657390e1d",1.0,"credit_card",1.0,64.01
"c51937c0ea3f397cbf08be8fbdce3730",1.0,"credit_card",6.0,148.18
"9bb824ec73ee38dbbc585f3bba4b34ac",1.0,"credit_card",1.0,171.53
"b8188e1985fbf9e2b94e3a0b64d58074",1.0,"credit_card",3.0,86.15
"3f72f100dae2b5099ad6e5a486e95ec0",1.0,"debit_card",1.0,22.79
"5600c1fabd9c27cf4dc4a3aaf57a8e29",1.0,"credit_card",2.0,58.16
"b9a089706e16d5490f7a2feb363e32e9",1.0,"boleto",1.0,149.42
"5979684d63c8a62e550943dacdd1231c",1.0,"credit_card",1.0,44.53
"8d0b3f3857cad208492c3819a7a00d19",1.0,"credit_card",2.0,152.82
"869e47849cdcd2a24f33ab52accd0e89",1.0,"credit_card",8.0,82.92
"6902f0d9d7309f56f50b8713c3b6a4de",1.0,"boleto",1.0,66.69
"701784c754c8ac2e2a73dbbe7dc3a363",1.0,"boleto",1.0,52.75
"2c9d0e7a53245b11b39d47e84b3d7ac9",1.0,"credit_card",5.0,105.94
"0132158c30672a8c52997a2492613ec2",1.0,"credit_card",8.0,413.31
"460bbd1de438f2781234032226e45461",1.0,"credit_card",3.0,112.09
"9b92d4432c1758cd4215f3fdb1d623a3",1.0,"credit_card",4.0,186.36
"d6b7fe0100a5ed0711d0682fc1ed7819",1.0,"credit_card",3.0,165.22
"d289934bddf878e1cac62c95c8ee5402",1.0,"credit_card",3.0,49.02
"fe87d4b944748f63ca5ed22cc55b6fb6",1.0,"debit_card",1.0,173.68
"394959298025bc7fba4b9a6818907cfc",1.0,"credit_card",2.0,205.07
"fb8d6e92e3a08fe6485d4fb08d23ae0e",1.0,"credit_card",1.0,21.04
"9c0bd8cd0fc8231ed50c066058917360",1.0,"credit_card",2.0,132.68
"f947132461622a725c4661c580ab80da",1.0,"credit_card",1.0,36.09
"ee00fa5093eb96d8573403b382fb60a8",1.0,"boleto",1.0,66.44
"a38d122ad3e07ca8d13e4a42059b98d2",1.0,"boleto",1.0,161.62
"ec89f64fa61a8186f474cf0a903fc4fa",1.0,"credit_card",1.0,27.75
"2c283d6fe3628e20caec652ad3703c7e",1.0,"credit_card",1.0,91.28
"cf014dc8804713618176fc95af41b221",2.0,"voucher",1.0,81.93
"88889b5ed13afaedce4894ebf3cb6f46",1.0,"credit_card",2.0,167.92
"2f92b812fd7c7df5b629833c484cdf1d",1.0,"credit_card",1.0,61.36
"270f00466aae4f41f010eaba2da31425",1.0,"credit_card",2.0,60.0
"d790743eff8a57ec6b1bd64865b8c60f",1.0,"credit_card",3.0,39.01
"8616397296bf3ac1cc07c21a5c457894",1.0,"credit_card",3.0,39.78
"ccdb48549002b54a62ba6d41ee492980",1.0,"credit_card",2.0,64.23
"6de0a6791e7af4ed0514498e5100370b",1.0,"credit_card",4.0,186.92
"9c440fc86e36452b4288efbf2d65dcf5",1.0,"credit_card",2.0,43.29
"8d3a0426fb1b51bacd3297517f48b0ae",1.0,"credit_card",1.0,59.13
"8effe67a72c715f926a6dc1a616a5ea9",1.0,"credit_card",3.0,33.51
"56430e0b9968b381942760e433583b27",1.0,"debit_card",1.0,33.1
"493c6b85f2b1911ffe31be7e8c2839c3",1.0,"voucher",1.0,148.06
"6ea6f5d85441b7bfcccbc44e082d02e3",1.0,"credit_card",2.0,189.56
"1634d04100d187e0f985f2eb2909cba1",1.0,"credit_card",5.0,105.38
"94cbbe30434a51f71837965608aa41e1",1.0,"boleto",1.0,69.06
"6eb1728e88c8db6cd1846dc95eb80572",1.0,"voucher",1.0,85.24
"132f1e724165a07f6362532bfb97486e",1.0,"credit_card",5.0,179.46
"ca29aec188eb04a764fce98c6f69232c",1.0,"credit_card",1.0,168.35
"9e8d7ab8137bcd3cfeac577dddf35592",2.0,"voucher",1.0,100.0
"12788af294f51dd5ba2aaed208a45969",1.0,"credit_card",1.0,77.89
"b0b61472cd1ff0e9f1450c6ae4c8d5a4",1.0,"credit_card",1.0,99.43
"63c5f492ab4ee6c249acbb4cff61ae3f",1.0,"credit_card",1.0,407.9
"8ca5bdac5ebe8f2d6fc9171d5ebc906a",3.0,"voucher",1.0,15.0
"6c98fa39891b33399785aeac3d7ee926",1.0,"credit_card",2.0,424.04
"25d919c7187a3f82b5437023a5e98e46",1.0,"credit_card",3.0,157.2
"7dbdda97c8aa87c003f73602c45e4f90",1.0,"credit_card",4.0,162.03
"88c9df242e26c36482168acfc3d250dc",1.0,"credit_card",8.0,188.5
"6bf0f652ea13e6773172c1899a925bb4",1.0,"credit_card",1.0,65.47
"99e34b586d1fa26ea713021ff647d18d",1.0,"credit_card",1.0,39.42
"c74e4862507efb811471cd922e6f3529",1.0,"credit_card",5.0,365.32
"710770cfb61b2c43a091ab2c7b89a921",1.0,"credit_card",6.0,65.11
"73c21d26eefa3d24be02a149b9e69017",1.0,"credit_card",10.0,188.34
"df339f81c46dc0bf186cb6307d7cdb6a",1.0,"boleto",1.0,35.4
"6eea8cd99d26a8bbdf39d5289e4e7601",1.0,"credit_card",10.0,590.72
"3ca411651463b3a30f194126a1d6fda6",1.0,"boleto",1.0,36.75
"1475652ad485c6469bd02393c70fdaa9",1.0,"credit_card",2.0,81.73
"8c53283eca3bc0e603a48f2b8725e96f",1.0,"credit_card",1.0,17.86
"3615e42c9ff6c0d9bb86e14c6670d965",1.0,"boleto",1.0,108.97
"205587440f824c5e5d7bc3bccb63aa15",1.0,"credit_card",10.0,569.66
"cf4eff954b06c19d96be7d6792a1da3c",1.0,"credit_card",4.0,48.13
"a6e963c11e80432334e984ead4797a8b",1.0,"credit_card",2.0,63.1
"5718fc130d653929872f0481438d3f66",1.0,"boleto",1.0,39.42
"ac033ca6c43caa50310de844a7868c8e",1.0,"boleto",1.0,74.03
"f03c93c7441f0edaa7987c4313467110",1.0,"boleto",1.0,66.78
"524ea0422eabccf15e4af385f6b153d6",1.0,"credit_card",1.0,36.59
"dbcb89699a4736bcef1373eb9d8ae5d1",1.0,"credit_card",5.0,272.64
"6365be88d51d66dbac002c738a56bae9",1.0,"credit_card",1.0,64.34
"262509218257310f675994ae58ffbfa9",1.0,"boleto",1.0,49.05
"67976860fdf683e7bdb13c4f907a982e",1.0,"credit_card",7.0,163.69
"1295db8c216f7ff7a2c02a66b4cb5d5e",1.0,"credit_card",6.0,443.85
"2d824bac66ec7467745b2defcee22c1e",1.0,"credit_card",6.0,165.31
"e41e5861711a10524b80a63d022ae776",1.0,"credit_card",10.0,1180.51
"d21873cfa21e689e4dbfd43a99326424",1.0,"credit_card",1.0,706.84
"4a686b47e7eecbd136617bf8ae7c9af4",2.0,"voucher",1.0,20.0
"76c025e93388599ae9e136363ee1c00b",1.0,"credit_card",1.0,135.97
"30bf87367ed2e63f68bfb5aacdae279b",1.0,"credit_card",1.0,56.99
"081e5884f403fbe66f3bce77c72c9230",1.0,"credit_card",1.0,43.58
"aa4cb17e191453bc29e2d1f67f38a4ab",1.0,"credit_card",4.0,48.15
"76978d31d8e911d947c1c80c193e116d",1.0,"credit_card",1.0,76.87
"0b365bbd59e2f75bea276c81bb916dcb",1.0,"credit_card",1.0,2.78
"6e60346a3ee3876c1e4bc89c597ffcb8",1.0,"credit_card",2.0,123.59
"c1d8546e6ed294dea3203910c9b0e7b5",1.0,"boleto",1.0,128.07
"055f84fd2ebf314ebec85f8e1312f4f4",1.0,"credit_card",2.0,185.84
"3d965a3a3a9aae822a8f40ddf0184df1",1.0,"credit_card",1.0,85.81
"42ee4f991900767ba353278c7c4f4df3",1.0,"credit_card",1.0,149.54
"ceddc11f4f78257d0fa6750091d378b4",1.0,"credit_card",1.0,32.38
"7b8ad11294a3f23e9695000ab5f07a42",1.0,"credit_card",1.0,23.38
"b9d5bea267e1dd6838786cc12ba40ceb",1.0,"credit_card",1.0,98.86
"de43e0e00259ee7b44c7a11e9b5d114f",1.0,"credit_card",8.0,124.21
"3c608a571543f2f2b96f2e6cb3a2d10a",1.0,"credit_card",6.0,191.58
